movieId,title,genres,year,title_clean,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,n_genres
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995,Copycat,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,5
23,Assassins (1995),Action|Crime|Thriller,1995,Assassins,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
24,Powder (1995),Drama|Sci-Fi,1995,Powder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
25,Leaving Las Vegas (1995),Drama|Romance,1995,Leaving Las Vegas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
26,Othello (1995),Drama,1995,Othello,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,Now and Then (1995),Children|Drama,1995,Now And Then,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
28,Persuasion (1995),Drama|Romance,1995,Persuasion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,"City Of Lost Children, The (Cité Des Enfants Perdus, La)",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,Shanghai Triad (Yao A Yao Yao Dao Waipo Qiao),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
31,Dangerous Minds (1995),Drama,1995,Dangerous Minds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,Twelve Monkeys (A.K.A. 12 Monkeys),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
34,Babe (1995),Children|Drama,1995,Babe,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
36,Dead Man Walking (1995),Crime|Drama,1995,Dead Man Walking,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
38,It Takes Two (1995),Children|Comedy,1995,It Takes Two,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,Clueless (1995),Comedy|Romance,1995,Clueless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
40,"Cry, the Beloved Country (1995)",Drama,1995,"Cry, The Beloved Country",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,Richard III (1995),Drama|War,1995,Richard III,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
42,Dead Presidents (1995),Action|Crime|Drama,1995,Dead Presidents,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
43,Restoration (1995),Drama,1995,Restoration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,Mortal Kombat,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
45,To Die For (1995),Comedy|Drama|Thriller,1995,To Die For,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
46,How to Make an American Quilt (1995),Drama|Romance,1995,How To Make An American Quilt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,Seven (A.K.A. Se7En),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,Pocahontas,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5
49,When Night Is Falling (1995),Drama|Romance,1995,When Night Is Falling,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,"Usual Suspects, The",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,Mighty Aphrodite,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
53,Lamerica (1994),Adventure|Drama,1994,Lamerica,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
54,"Big Green, The (1995)",Children|Comedy,1995,"Big Green, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
55,Georgia (1995),Drama,1995,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57,Home for the Holidays (1995),Drama,1995,Home For The Holidays,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,"Postman, The (Postino, Il)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,"Indian In The Cupboard, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
61,Eye for an Eye (1996),Drama|Thriller,1996,Eye For An Eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
62,Mr. Holland's Opus (1995),Drama,1995,Mr. Holland'S Opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
64,Two if by Sea (1996),Comedy|Romance,1996,Two If By Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
65,Bio-Dome (1996),Comedy,1996,Bio-Dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,Lawnmower Man 2: Beyond Cyberspace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,French Twist (Gazon Maudit),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
69,Friday (1995),Comedy,1995,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,From Dusk Till Dawn,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
71,Fair Game (1995),Action,1995,Fair Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,Kicking and Screaming (1995),Comedy|Drama,1995,Kicking And Screaming,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
73,"Misérables, Les (1995)",Drama|War,1995,"Misérables, Les",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
74,Bed of Roses (1996),Drama|Romance,1996,Bed Of Roses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
75,Big Bully (1996),Comedy|Drama,1996,Big Bully,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,Screamers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
77,Nico Icon (1995),Documentary,1995,Nico Icon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,"Crossing Guard, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
79,"Juror, The (1996)",Drama|Thriller,1996,"Juror, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,"White Balloon, The (Badkonake Sefid)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,Things To Do In Denver When You'Re Dead,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,Antonia'S Line (Antonia),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,Once Upon A Time... When We Were Colored,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
85,Angels and Insects (1995),Drama|Romance,1995,Angels And Insects,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
86,White Squall (1996),Action|Adventure|Drama,1996,White Squall,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
87,Dunston Checks In (1996),Children|Comedy,1996,Dunston Checks In,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
88,Black Sheep (1996),Comedy,1996,Black Sheep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,Nick of Time (1995),Action|Thriller,1995,Nick Of Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,Mary Reilly,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,Vampire In Brooklyn,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,Beautiful Girls,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,Broken Arrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,In The Bleak Midwinter,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,"Hate (Haine, La)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,Heidi Fleiss: Hollywood Madam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
100,City Hall (1996),Drama|Thriller,1996,City Hall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,Bottle Rocket,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
102,Mr. Wrong (1996),Comedy,1996,Mr. Wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,Unforgettable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
104,Happy Gilmore (1996),Comedy,1996,Happy Gilmore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"Bridges Of Madison County, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,Nobody Loves Me (Keiner Liebt Mich),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,Muppet Treasure Island,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
108,Catwalk (1996),Documentary,1996,Catwalk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Braveheart (1995),Action|Drama|War,1995,Braveheart,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,Taxi Driver,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,Rumble In The Bronx (Hont Faan Kui),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
113,Before and After (1996),Drama|Mystery,1996,Before And After,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
116,Anne Frank Remembered (1995),Documentary,1995,Anne Frank Remembered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,"Young Poisoner'S Handbook, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
118,If Lucy Fell (1996),Comedy|Romance,1996,If Lucy Fell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
119,"Steal Big, Steal Little (1995)",Comedy,1995,"Steal Big, Steal Little",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,"Boys of St. Vincent, The (1992)",Drama,1992,"Boys Of St. Vincent, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122,Boomerang (1992),Comedy|Romance,1992,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,Chungking Express (Chung Hing Sam Lam),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
125,Flirting With Disaster (1996),Comedy,1996,Flirting With Disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,"Neverending Story III, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
128,Jupiter's Wife (1994),Documentary,1994,Jupiter'S Wife,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,Pie in the Sky (1996),Comedy|Romance,1996,Pie In The Sky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
132,Jade (1995),Thriller,1995,Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
135,Down Periscope (1996),Comedy,1996,Down Periscope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,Man of the Year (1995),Documentary,1995,Man Of The Year,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Up Close and Personal (1996),Drama|Romance,1996,Up Close And Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
141,"Birdcage, The (1996)",Comedy,1996,"Birdcage, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,"Brothers McMullen, The (1995)",Comedy,1995,"Brothers Mcmullen, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,Bad Boys,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995,"Amazing Panda Adventure, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
147,"Basketball Diaries, The (1995)",Drama,1995,"Basketball Diaries, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
148,"Awfully Big Adventure, An (1995)",Drama,1995,"Awfully Big Adventure, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
149,Amateur (1994),Crime|Drama|Thriller,1994,Amateur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,Apollo 13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
151,Rob Roy (1995),Action|Drama|Romance|War,1995,Rob Roy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4
152,"Addiction, The (1995)",Drama|Horror,1995,"Addiction, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,Batman Forever,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,Beauty Of The Day (Belle De Jour),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,Beyond Rangoon (1995),Adventure|Drama|War,1995,Beyond Rangoon,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
156,Blue in the Face (1995),Comedy|Drama,1995,Blue In The Face,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
157,Canadian Bacon (1995),Comedy|War,1995,Canadian Bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
158,Casper (1995),Adventure|Children,1995,Casper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,Clockers (1995),Crime|Drama|Mystery,1995,Clockers,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,Congo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
161,Crimson Tide (1995),Drama|Thriller|War,1995,Crimson Tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3
162,Crumb (1994),Documentary,1994,Crumb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
163,Desperado (1995),Action|Romance|Western,1995,Desperado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,Devil In A Blue Dress,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,Die Hard: With A Vengeance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995,"Doom Generation, The",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
168,First Knight (1995),Action|Drama|Romance,1995,First Knight,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,Free Willy 2: The Adventure Home,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,Hackers,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
171,Jeffrey (1995),Comedy|Drama,1995,Jeffrey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,Johnny Mnemonic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,Judge Dredd,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
174,Jury Duty (1995),Comedy,1995,Jury Duty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Kids (1995),Drama,1995,Kids,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
176,Living in Oblivion (1995),Comedy,1995,Living In Oblivion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,Lord of Illusions (1995),Horror,1995,Lord Of Illusions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
178,Love & Human Remains (1993),Comedy|Drama,1993,Love & Human Remains,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
179,Mad Love (1995),Drama|Romance,1995,Mad Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
180,Mallrats (1995),Comedy|Romance,1995,Mallrats,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,Mighty Morphin Power Rangers: The Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
183,Mute Witness (1994),Comedy|Horror|Thriller,1994,Mute Witness,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
184,Nadja (1994),Drama,1994,Nadja,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
185,"Net, The (1995)",Action|Crime|Thriller,1995,"Net, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
186,Nine Months (1995),Comedy|Romance,1995,Nine Months,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
187,Party Girl (1995),Comedy,1995,Party Girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995,"Prophecy, The",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3
189,Reckless (1995),Comedy|Fantasy,1995,Reckless,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
190,Safe (1995),Thriller,1995,Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
191,"Scarlet Letter, The (1995)",Drama|Romance,1995,"Scarlet Letter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
193,Showgirls (1995),Drama,1995,Showgirls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194,Smoke (1995),Comedy|Drama,1995,Smoke,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,Something To Talk About,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
196,Species (1995),Horror|Sci-Fi,1995,Species,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,Strange Days,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,6
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,"Umbrellas Of Cherbourg, The (Parapluies De Cherbourg, Les)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
201,Three Wishes (1995),Drama|Fantasy,1995,Three Wishes,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
202,Total Eclipse (1995),Drama|Romance,1995,Total Eclipse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,"To Wong Foo, Thanks For Everything! Julie Newmar",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,Under Siege 2: Dark Territory (1995),Action,1995,Under Siege 2: Dark Territory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,Unstrung Heroes (1995),Comedy|Drama,1995,Unstrung Heroes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
206,Unzipped (1995),Documentary,1995,Unzipped,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,"Walk In The Clouds, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,Waterworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
209,White Man's Burden (1995),Drama,1995,White Man'S Burden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
