userId,movieId,tag,timestamp,tag_clean,tag_len,datetime
62,7153,Tolkien,1528152561,tolkien,7,2018-06-04 22:49:21
62,8641,hilarious,1526249138,hilarious,9,2018-05-13 22:05:38
62,8641,Steve Carell,1526249156,steve carell,12,2018-05-13 22:05:56
62,8641,Will Ferrell,1526249135,will ferrell,12,2018-05-13 22:05:35
62,27660,animation,1525554490,animation,9,2018-05-05 21:08:10
62,27660,anime,1525554488,anime,5,2018-05-05 21:08:08
62,27660,cyberpunk,1525554486,cyberpunk,9,2018-05-05 21:08:06
62,27660,dark,1525554500,dark,4,2018-05-05 21:08:20
62,27660,Matrix,1525554493,matrix,6,2018-05-05 21:08:13
62,27660,sci-fi,1525554491,sci-fi,6,2018-05-05 21:08:11
62,27706,dark comedy,1526248598,dark comedy,11,2018-05-13 21:56:38
62,27706,Jim Carrey,1526248575,jim carrey,10,2018-05-13 21:56:15
62,27706,meryl streep,1526248580,meryl streep,12,2018-05-13 21:56:20
62,27706,quirky,1526248553,quirky,6,2018-05-13 21:55:53
62,27706,stylized,1526248601,stylized,8,2018-05-13 21:56:41
62,27808,Adam Sandler,1525554900,adam sandler,12,2018-05-05 21:15:00
62,27808,family,1525554919,family,6,2018-05-05 21:15:19
62,27808,sweet,1525554922,sweet,5,2018-05-05 21:15:22
62,27831,British gangster,1532723304,british gangster,16,2018-07-27 20:28:24
62,27831,confusing,1532723364,confusing,9,2018-07-27 20:29:24
62,27831,daniel craig,1532723305,daniel craig,12,2018-07-27 20:28:25
62,27831,Exquisite plotting.,1532723355,exquisite plotting.,19,2018-07-27 20:29:15
62,27831,organized crime,1532723369,organized crime,15,2018-07-27 20:29:29
62,27831,stylish,1532723356,stylish,7,2018-07-27 20:29:16
62,27831,Tom Hardy,1532723359,tom hardy,9,2018-07-27 20:29:19
62,31658,anime,1525869041,anime,5,2018-05-09 12:30:41
62,31658,fantasy world,1525869051,fantasy world,13,2018-05-09 12:30:51
62,31658,Hayao Miyazaki,1525869046,hayao miyazaki,14,2018-05-09 12:30:46
62,31658,Studio Ghibli,1525869044,studio ghibli,13,2018-05-09 12:30:44
62,33162,David Thewlis,1525554605,david thewlis,13,2018-05-05 21:10:05
62,33162,Eva Green,1525554550,eva green,9,2018-05-05 21:09:10
62,33162,Liam Neeson,1525554577,liam neeson,11,2018-05-05 21:09:37
62,33162,Orlando Bloom,1525554511,orlando bloom,13,2018-05-05 21:08:31
62,34150,Chris Evans,1525554141,chris evans,11,2018-05-05 21:02:21
62,34150,comic book,1525554003,comic book,10,2018-05-05 21:00:03
62,34150,heroine in tight suit,1525554138,heroine in tight suit,21,2018-05-05 21:02:18
62,34150,Jessica Alba,1525554127,jessica alba,12,2018-05-05 21:02:07
62,34150,sexy female scientist,1525554144,sexy female scientist,21,2018-05-05 21:02:24
62,34150,superhero,1525553977,superhero,9,2018-05-05 20:59:37
62,37729,gothic,1530310527,gothic,6,2018-06-29 22:15:27
62,37729,helena bonham carter,1530310534,helena bonham carter,20,2018-06-29 22:15:34
62,37729,Johnny Depp,1530310529,johnny depp,11,2018-06-29 22:15:29
62,37729,Tim Burton,1530310526,tim burton,10,2018-06-29 22:15:26
62,37729,visually appealing,1530310541,visually appealing,18,2018-06-29 22:15:41
62,38061,black comedy,1532723380,black comedy,12,2018-07-27 20:29:40
62,38061,clever,1532723403,clever,6,2018-07-27 20:30:03
62,38061,fast-paced dialogue,1532723406,fast-paced dialogue,19,2018-07-27 20:30:06
62,38061,good dialogue,1532723428,good dialogue,13,2018-07-27 20:30:28
62,38061,Robert Downey Jr.,1532723408,robert downey jr.,17,2018-07-27 20:30:08
62,38061,witty,1532723402,witty,5,2018-07-27 20:30:02
62,45447,adventure,1525637064,adventure,9,2018-05-06 20:04:24
62,45447,Audrey Tautou,1525637075,audrey tautou,13,2018-05-06 20:04:35
62,45447,conspiracy theory,1525637062,conspiracy theory,17,2018-05-06 20:04:22
62,45447,Mystery,1525637081,mystery,7,2018-05-06 20:04:41
62,45447,Paris,1525637079,paris,5,2018-05-06 20:04:39
62,45447,Tom Hanks,1525637067,tom hanks,9,2018-05-06 20:04:27
62,45447,treasure hunt,1525637084,treasure hunt,13,2018-05-06 20:04:44
62,46723,Brad Pitt,1525554217,brad pitt,9,2018-05-05 21:03:37
62,46723,cate blanchett,1525554227,cate blanchett,14,2018-05-05 21:03:47
62,46723,multiple storylines,1525554215,multiple storylines,19,2018-05-05 21:03:35
62,46723,social commentary,1525554246,social commentary,17,2018-05-05 21:04:06
62,46972,Ben Stiller,1525554254,ben stiller,11,2018-05-05 21:04:14
62,46972,Robin Williams,1525554255,robin williams,14,2018-05-05 21:04:15
62,46976,emma thompson,1536874692,emma thompson,13,2018-09-13 21:38:12
62,46976,Maggie Gyllenhaal,1536874655,maggie gyllenhaal,17,2018-09-13 21:37:35
62,46976,modern fantasy,1536874658,modern fantasy,14,2018-09-13 21:37:38
62,46976,romance,1536874651,romance,7,2018-09-13 21:37:31
62,46976,surreal,1536874662,surreal,7,2018-09-13 21:37:42
62,46976,Will Ferrell,1536874653,will ferrell,12,2018-09-13 21:37:33
62,49130,Marion Cotillard,1526582371,marion cotillard,16,2018-05-17 18:39:31
62,49530,Africa,1536874706,africa,6,2018-09-13 21:38:26
62,49530,corruption,1536874704,corruption,10,2018-09-13 21:38:24
62,49530,Jennifer Connelly,1536874701,jennifer connelly,17,2018-09-13 21:38:21
62,49530,justice,1536874709,justice,7,2018-09-13 21:38:29
62,49530,Leonardo DiCaprio,1536874698,leonardo dicaprio,17,2018-09-13 21:38:18
62,53464,bad acting,1525554797,bad acting,10,2018-05-05 21:13:17
62,53464,bad jokes,1525554811,bad jokes,9,2018-05-05 21:13:31
62,53464,bad plot,1525554822,bad plot,8,2018-05-05 21:13:42
62,53464,Chris Evans,1525554807,chris evans,11,2018-05-05 21:13:27
62,53464,Jessica Alba,1525554794,jessica alba,12,2018-05-05 21:13:14
62,53464,Marvel,1525554792,marvel,6,2018-05-05 21:13:12
62,53464,sexy female scientist,1525554813,sexy female scientist,21,2018-05-05 21:13:33
62,58047,Rachel Weisz,1528909364,rachel weisz,12,2018-06-13 17:02:44
62,58047,Ryan Reynolds,1528909347,ryan reynolds,13,2018-06-13 17:02:27
62,59501,fantasy,1525637507,fantasy,7,2018-05-06 20:11:47
62,59501,lion,1525637517,lion,4,2018-05-06 20:11:57
62,59501,narnia,1525637508,narnia,6,2018-05-06 20:11:48
62,59501,Tilda Swinton,1525637603,tilda swinton,13,2018-05-06 20:13:23
62,60074,bad script,1525554116,bad script,10,2018-05-05 21:01:56
62,60074,Charlize Theron,1525554121,charlize theron,15,2018-05-05 21:02:01
62,60074,Will Smith,1525554107,will smith,10,2018-05-05 21:01:47
62,60126,Anne Hathaway,1527004240,anne hathaway,13,2018-05-22 15:50:40
62,60126,Steve Carell,1527004238,steve carell,12,2018-05-22 15:50:38
62,60756,comedy,1528934384,comedy,6,2018-06-13 23:59:44
62,60756,funny,1528934381,funny,5,2018-06-13 23:59:41
62,60756,will ferrell,1528934379,will ferrell,12,2018-06-13 23:59:39
62,61024,comedy,1528934218,comedy,6,2018-06-13 23:56:58
62,61024,James Franco,1528934214,james franco,12,2018-06-13 23:56:54
62,61024,Seth Rogen,1528934216,seth rogen,10,2018-06-13 23:56:56
62,61024,Stoner Movie,1528934219,stoner movie,12,2018-06-13 23:56:59
62,63992,audience intelligence underestimated,1528934237,audience intelligence underestimated,36,2018-06-13 23:57:17
62,63992,boring,1528934241,boring,6,2018-06-13 23:57:21
62,63992,chick flick,1528934247,chick flick,11,2018-06-13 23:57:27
62,63992,overrated,1528934240,overrated,9,2018-06-13 23:57:20
62,63992,Teen movie,1528934233,teen movie,10,2018-06-13 23:57:13
62,68848,Adrien Brody,1527274305,adrien brody,12,2018-05-25 18:51:45
62,68848,con artists,1527274320,con artists,11,2018-05-25 18:52:00
62,68848,funny,1527274322,funny,5,2018-05-25 18:52:02
62,68848,interesting characters,1527274324,interesting characters,22,2018-05-25 18:52:04
62,68848,Mark Ruffalo,1527274316,mark ruffalo,12,2018-05-25 18:51:56
62,68848,Rachel Weisz,1527274311,rachel weisz,12,2018-05-25 18:51:51
62,71535,Bill Murray,1529777198,bill murray,11,2018-06-23 18:06:38
62,71535,dark comedy,1529777189,dark comedy,11,2018-06-23 18:06:29
62,71535,Emma Stone,1529777192,emma stone,10,2018-06-23 18:06:32
62,71535,funny,1529777194,funny,5,2018-06-23 18:06:34
62,71535,Jesse Eisenberg,1529777186,jesse eisenberg,15,2018-06-23 18:06:26
62,71535,Woody Harrelson,1529777129,woody harrelson,15,2018-06-23 18:05:29
62,87430,audience intelligence underestimated,1525555172,audience intelligence underestimated,36,2018-05-05 21:19:32
62,87430,CGI,1525555168,cgi,3,2018-05-05 21:19:28
62,87430,cheesy,1525555170,cheesy,6,2018-05-05 21:19:30
62,87430,comic book,1525555164,comic book,10,2018-05-05 21:19:24
62,87430,DC,1525555176,dc,2,2018-05-05 21:19:36
62,87430,DC Comics,1525555184,dc comics,9,2018-05-05 21:19:44
62,87430,Ryan Reynolds,1525555162,ryan reynolds,13,2018-05-05 21:19:22
62,87430,space,1525555182,space,5,2018-05-05 21:19:42
62,87430,superhero,1525555181,superhero,9,2018-05-05 21:19:41
62,88405,comedy,1525554879,comedy,6,2018-05-05 21:14:39
62,88405,funny,1525554868,funny,5,2018-05-05 21:14:28
62,88405,happy ending,1525554872,happy ending,12,2018-05-05 21:14:32
62,88405,HOT actress,1525554880,hot actress,11,2018-05-05 21:14:40
62,88405,Justin Timberlake,1525554873,justin timberlake,17,2018-05-05 21:14:33
62,88405,Mila Kunis,1525554861,mila kunis,10,2018-05-05 21:14:21
62,88405,New York City,1525554866,new york city,13,2018-05-05 21:14:26
62,88405,romance,1525554883,romance,7,2018-05-05 21:14:43
62,88405,sex,1525554864,sex,3,2018-05-05 21:14:24
62,96861,Istanbul,1529611262,istanbul,8,2018-06-21 20:01:02
62,96861,Liam Neeson,1529611250,liam neeson,11,2018-06-21 20:00:50
62,96861,predictable,1529611266,predictable,11,2018-06-21 20:01:06
62,96861,Turkey,1529611256,turkey,6,2018-06-21 20:00:56
62,96861,unnecessary sequel,1529611269,unnecessary sequel,18,2018-06-21 20:01:09
62,99114,action,1526078792,action,6,2018-05-11 22:46:32
62,99114,Christoph Waltz,1526078766,christoph waltz,15,2018-05-11 22:46:06
62,99114,funny,1526078778,funny,5,2018-05-11 22:46:18
62,99114,good soundtrack,1526078785,good soundtrack,15,2018-05-11 22:46:25
62,99114,Great performances,1526078768,great performances,18,2018-05-11 22:46:08
62,99114,Humour,1526078787,humour,6,2018-05-11 22:46:27
62,99114,Leonardo DiCaprio,1526078762,leonardo dicaprio,17,2018-05-11 22:46:02
62,99114,Quentin Tarantino,1526078760,quentin tarantino,17,2018-05-11 22:46:00
62,99114,Samuel L. Jackson,1526078763,samuel l. jackson,17,2018-05-11 22:46:03
62,99114,Soundtrack,1526078781,soundtrack,10,2018-05-11 22:46:21
62,99114,western,1526078773,western,7,2018-05-11 22:46:13
62,103042,Amy Adams,1525555328,amy adams,9,2018-05-05 21:22:08
62,103042,superhero,1525555319,superhero,9,2018-05-05 21:21:59
62,104863,daniel radcliffe,1528843968,daniel radcliffe,16,2018-06-12 22:52:48
62,104863,zoe kazan,1528843965,zoe kazan,9,2018-06-12 22:52:45
62,107348,comedy,1528935011,comedy,6,2018-06-14 00:10:11
62,107348,Steve Carell,1528935000,steve carell,12,2018-06-14 00:10:00
62,107348,stupid but funny,1528935013,stupid but funny,16,2018-06-14 00:10:13
62,107348,will ferrell,1528935002,will ferrell,12,2018-06-14 00:10:02
62,108190,anti-intellectual,1525554841,anti-intellectual,17,2018-05-05 21:14:01
62,108190,bad writing,1525554835,bad writing,11,2018-05-05 21:13:55
62,108190,dystopia,1525554830,dystopia,8,2018-05-05 21:13:50
62,108190,new society,1525554832,new society,11,2018-05-05 21:13:52
62,108190,plot holes,1525554845,plot holes,10,2018-05-05 21:14:05
62,108190,predictable,1525554847,predictable,11,2018-05-05 21:14:07
62,108190,scifi,1525554839,scifi,5,2018-05-05 21:13:59
62,108190,unintelligent,1525554843,unintelligent,13,2018-05-05 21:14:03
62,111743,Charlize Theron,1530471420,charlize theron,15,2018-07-01 18:57:00
62,111743,Liam Neeson,1530471434,liam neeson,11,2018-07-01 18:57:14
62,111743,Seth MacFarlane,1530471419,seth macfarlane,15,2018-07-01 18:56:59
62,111743,witty,1530471417,witty,5,2018-07-01 18:56:57
62,114180,action,1525554460,action,6,2018-05-05 21:07:40
62,114180,dystopia,1525554450,dystopia,8,2018-05-05 21:07:30
62,114180,plot holes,1525554454,plot holes,10,2018-05-05 21:07:34
62,114180,post-apocalyptic,1525554458,post-apocalyptic,16,2018-05-05 21:07:38
62,114180,survival,1525554456,survival,8,2018-05-05 21:07:36
62,114180,thriller,1525554471,thriller,8,2018-05-05 21:07:51
62,114180,unexplained,1525554473,unexplained,11,2018-05-05 21:07:53
62,114180,weak plot,1525554463,weak plot,9,2018-05-05 21:07:43
62,115149,dark hero,1528152251,dark hero,9,2018-06-04 22:44:11
62,115149,gun-fu,1528152257,gun-fu,6,2018-06-04 22:44:17
62,115149,Keanu Reeves,1528152244,keanu reeves,12,2018-06-04 22:44:04
62,115149,Revenge,1528152241,revenge,7,2018-06-04 22:44:01
62,115149,secret society,1528152258,secret society,14,2018-06-04 22:44:18
62,115149,stylish,1528152247,stylish,7,2018-06-04 22:44:07
62,116897,black comedy,1528152849,black comedy,12,2018-06-04 22:54:09
62,116897,dark comedy,1528152859,dark comedy,11,2018-06-04 22:54:19
62,116897,dark humor,1528152847,dark humor,10,2018-06-04 22:54:07
62,116897,ironic,1528152854,ironic,6,2018-06-04 22:54:14
62,116897,multiple short stories,1528152862,multiple short stories,22,2018-06-04 22:54:22
62,116897,short stories,1528152852,short stories,13,2018-06-04 22:54:12
62,119141,bromance,1525555146,bromance,8,2018-05-05 21:19:06
62,119141,comedy,1525555138,comedy,6,2018-05-05 21:18:58
62,119141,funny,1525555129,funny,5,2018-05-05 21:18:49
62,119141,James Franco,1525555132,james franco,12,2018-05-05 21:18:52
62,119141,Seth Rogen,1525555127,seth rogen,10,2018-05-05 21:18:47
62,122912,comic book,1526029023,comic book,10,2018-05-11 08:57:03
62,122912,Dr. Strange,1526029001,dr. strange,11,2018-05-11 08:56:41
62,122912,Great villain,1526029025,great villain,13,2018-05-11 08:57:05
62,122912,Guardians of the Galaxy,1526029015,guardians of the galaxy,23,2018-05-11 08:56:55
62,122912,Marvel,1526028997,marvel,6,2018-05-11 08:56:37
62,122912,MCU,1526028983,mcu,3,2018-05-11 08:56:23
62,122912,Robert Downey Jr.,1526028991,robert downey jr.,17,2018-05-11 08:56:31
62,122912,Thanos,1526028985,thanos,6,2018-05-11 08:56:25
62,122912,Thor,1526029010,thor,4,2018-05-11 08:56:50
62,122912,Visually stunning,1526028994,visually stunning,17,2018-05-11 08:56:34
62,128360,characters,1526078910,characters,10,2018-05-11 22:48:30
62,128360,Dialogue,1526078902,dialogue,8,2018-05-11 22:48:22
62,128360,humor,1526078901,humor,5,2018-05-11 22:48:21
62,128360,Kurt Russell,1526078886,kurt russell,12,2018-05-11 22:48:06
62,128360,Quentin Tarantino,1526078877,quentin tarantino,17,2018-05-11 22:47:57
62,128360,Samuel L. Jackson,1526078883,samuel l. jackson,17,2018-05-11 22:48:03
62,128360,tension building,1526078880,tension building,16,2018-05-11 22:48:00
62,128360,violent,1526078912,violent,7,2018-05-11 22:48:32
62,128360,Western,1526078899,western,7,2018-05-11 22:48:19
62,135133,dystopia,1525637480,dystopia,8,2018-05-06 20:11:20
62,135133,Jennifer Lawrence,1525637484,jennifer lawrence,17,2018-05-06 20:11:24
62,135133,love story,1525637487,love story,10,2018-05-06 20:11:27
62,135133,nonsense,1525637488,nonsense,8,2018-05-06 20:11:28
62,135133,politics,1525637499,politics,8,2018-05-06 20:11:39
62,135133,rebellion,1525637483,rebellion,9,2018-05-06 20:11:23
62,135133,revolution,1525637481,revolution,10,2018-05-06 20:11:21
62,135518,Ben Kingsley,1530471365,ben kingsley,12,2018-07-01 18:56:05
62,135518,ethics,1530471346,ethics,6,2018-07-01 18:55:46
62,135518,immortality,1530471343,immortality,11,2018-07-01 18:55:43
62,135518,ryan reynolds,1530471352,ryan reynolds,13,2018-07-01 18:55:52
62,135536,Bad story,1525555090,bad story,9,2018-05-05 21:18:10
62,135536,Bad writing,1525555084,bad writing,11,2018-05-05 21:18:04
62,135536,Batman,1525555077,batman,6,2018-05-05 21:17:57
62,135536,Ben Affleck,1525555106,ben affleck,11,2018-05-05 21:18:26
62,135536,comic book,1525555092,comic book,10,2018-05-05 21:18:12
62,135536,dc comics,1525555080,dc comics,9,2018-05-05 21:18:00
62,135536,good soundtrack,1525555089,good soundtrack,15,2018-05-05 21:18:09
62,135536,Harley Quinn,1525555079,harley quinn,12,2018-05-05 21:17:59
62,135536,Harley Quinn's ass,1525555094,harley quinn's ass,18,2018-05-05 21:18:14
62,135536,Horrible directing,1525555099,horrible directing,18,2018-05-05 21:18:19
62,135536,Jared Leto,1525555072,jared leto,10,2018-05-05 21:17:52
62,135536,Joker,1525555074,joker,5,2018-05-05 21:17:54
62,135536,lack of plot,1525555069,lack of plot,12,2018-05-05 21:17:49
62,135536,Margot Robbie,1525555073,margot robbie,13,2018-05-05 21:17:53
62,135536,Poor story,1525555087,poor story,10,2018-05-05 21:18:07
62,135536,poorly paced,1525555083,poorly paced,12,2018-05-05 21:18:03
62,135536,superhero,1525555103,superhero,9,2018-05-05 21:18:23
62,135536,visually appealing,1525555109,visually appealing,18,2018-05-05 21:18:29
62,135536,Will Smith,1525555076,will smith,10,2018-05-05 21:17:56
62,136864,action,1525555242,action,6,2018-05-05 21:20:42
62,136864,batman,1525555211,batman,6,2018-05-05 21:20:11
62,136864,ben affleck,1525555223,ben affleck,11,2018-05-05 21:20:23
62,136864,dark,1525555227,dark,4,2018-05-05 21:20:27
62,136864,dc comics,1525555225,dc comics,9,2018-05-05 21:20:25
62,136864,Gal Gadot,1525555240,gal gadot,9,2018-05-05 21:20:40
62,136864,superhero,1525555243,superhero,9,2018-05-05 21:20:43
62,136864,superman,1525555213,superman,8,2018-05-05 21:20:13
62,136864,wonderwoman,1525555233,wonderwoman,11,2018-05-05 21:20:33
62,139385,leonardo DiCarpio,1526079025,leonardo dicarpio,17,2018-05-11 22:50:25
62,139385,survival,1526079019,survival,8,2018-05-11 22:50:19
62,139385,tom hardy,1526079029,tom hardy,9,2018-05-11 22:50:29
62,139385,visually appealing,1526079038,visually appealing,18,2018-05-11 22:50:38
62,158966,building a family,1526076353,building a family,17,2018-05-11 22:05:53
62,158966,creative,1526076341,creative,8,2018-05-11 22:05:41
62,158966,freedom,1526076339,freedom,7,2018-05-11 22:05:39
62,158966,good writing,1526076350,good writing,12,2018-05-11 22:05:50
62,158966,individualism,1526076344,individualism,13,2018-05-11 22:05:44
62,158966,Viggo Mortensen,1526076342,viggo mortensen,15,2018-05-11 22:05:42
62,168248,action,1528152295,action,6,2018-06-04 22:44:55
62,168248,dark hero,1528152291,dark hero,9,2018-06-04 22:44:51
62,168248,gun tactics,1528152287,gun tactics,11,2018-06-04 22:44:47
62,168248,hitman,1528152293,hitman,6,2018-06-04 22:44:53
62,168248,Keanu Reeves,1528152284,keanu reeves,12,2018-06-04 22:44:44
62,168248,organized crime,1528152289,organized crime,15,2018-06-04 22:44:49
62,168248,secret society,1528152282,secret society,14,2018-06-04 22:44:42
62,174053,Dystopia,1525637341,dystopia,8,2018-05-06 20:09:01
62,174053,future,1525637343,future,6,2018-05-06 20:09:03
62,174053,interesting,1525637346,interesting,11,2018-05-06 20:09:06
62,174053,jon hamm,1525637384,jon hamm,8,2018-05-06 20:09:44
